,Minggu ke,Beras,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Daging Sapi,Telur Ayam,Daging Ayam,Minyak Goreng,Gula Pasir,Tahun
126,127,-0.9594647486568544,0.008488463174814985,-0.5508106717033108,0.40841921828862776,0.7925808916152348,2.551336779456348,-0.5045099634770472,-0.2511981177464024,-0.6118739245814265,-0.8829679263699841,2022.0
127,128,-1.0062659367568902,0.09065345301694075,-0.6426434631812893,0.5571594003920183,1.1376440981527904,2.292057193873388,-0.5395078240048532,-0.26742138226555123,-0.687276734903121,-0.9343988043234324,2022.0
128,129,-0.9946244614459064,0.09104960576883342,-0.7075139090477239,0.7788738884052107,1.2523795708308083,2.1270763077712393,-0.5869895291964503,-0.3366329460994483,-0.6970127749616724,-0.9266057520248906,2022.0
129,130,-0.9987900471576243,0.21387103860435538,-0.710049956339493,0.872936258186773,1.1784663133358522,2.0943470436705143,-0.6308297021019221,-0.37472362646225293,-0.7138336102732278,-0.9313937114629744,2022.0
130,131,-1.0008737687282416,0.24211427169974112,-0.720161569656078,0.8583797948283652,1.2559779509645175,2.0386258702319404,-0.6455683445715048,-0.3706655867053048,-0.7231824790831791,-0.9346461389802561,2022.0
131,132,-1.0138524406389773,0.3701913854007486,-0.7283485814461971,0.9860191758730877,1.2045170272961339,1.950995327901433,-0.663359476920368,-0.3989210516083737,-0.7572575279421694,-0.9499838379153177,2022.0
132,133,-1.0174786325201635,0.2623358726528077,-0.7336312618113383,1.192615722860965,1.2313320692105214,1.827520301480935,-0.652718448092041,-0.38496663710157064,-0.7695200098319944,-0.9554889768481212,2022.0
133,134,-0.9920940540248792,0.0919938125042713,-0.6445563212887537,0.9349789384939817,0.8650216666276157,2.2759099317325044,-0.5810950818099788,-0.3220033285049018,-0.7072680185689604,-0.9208875451608994,2022.0
134,135,-0.9378315006743231,-0.13060001609345853,-0.595646910869805,0.8337383733556377,0.6259180915415875,2.4816617149352265,-0.5099047065490396,-0.2406532722490751,-0.663874701503097,-0.8628070718936534,2022.0
135,136,-0.9181981291617143,-0.132468946397705,-0.5662403309323998,0.6710573476729941,0.6205879275495453,2.5562230035472924,-0.49664565686743345,-0.22809521610529235,-0.6637260003287457,-0.842493998976541,2022.0
136,137,-0.895003292201099,-0.17840170786226495,-0.5436546049543721,0.6454227254765215,0.5558475274341672,2.6003011520068258,-0.47279661247310684,-0.23294899264029562,-0.6578295588770148,-0.8209366359093613,2022.0
137,138,-0.8681732474750249,-0.2235086487119129,-0.5110079900685774,0.6770507538828403,0.27944528179383604,2.674253625222223,-0.3866288423894531,-0.19462278108151515,-0.6425236462210943,-0.8042845049513216,2022.0
138,139,-0.8432880304395179,-0.227652770153291,-0.4665765708104793,0.6098206210776148,0.01099545518595365,2.7474583623668996,-0.31693917316704995,-0.12072954679113519,-0.6145605165462464,-0.7785278307227483,2022.0
139,140,-0.8581777688947633,-0.2887138454687588,-0.47335324975966153,0.6617563523950466,0.23874938628693693,2.6955171172359065,-0.3598968358970093,-0.1899849468671239,-0.6318104046976446,-0.7940858043329284,2022.0
140,141,-0.8834929915685908,-0.2330314688492645,-0.5093126916838019,0.9515209755673909,0.2992123004508901,2.5535298617454965,-0.47157800699866453,-0.21825424967186807,-0.6657928876158751,-0.8228008413757125,2022.0
141,142,-0.8762877411060596,-0.2556296858550156,-0.4999284110984132,0.7196901152537677,0.46628376209559436,2.608987164751227,-0.4771593413114737,-0.20902006064410428,-0.6590440281977313,-0.8178917738877913,2022.0
142,143,-0.8614252993873283,-0.29730654774208815,-0.5107137358644855,0.5406226734517143,0.7061329864344216,2.599123929455289,-0.49847342332878697,-0.2291865475434176,-0.6472198300126026,-0.8015542054627155,2022.0
143,144,-0.8351982414127859,-0.2691639272247763,-0.48994977826560604,0.437837823718469,0.5698764209095535,2.6835762595504384,-0.4983374760379905,-0.20693262117160122,-0.6173886702266732,-0.7743197898390277,2022.0
144,145,-0.8323240876513457,-0.22799636724442804,-0.4782130651626838,0.44541291976166025,0.4785938297029942,2.7047065171605196,-0.5176493925519741,-0.17713710364582605,-0.6242634638388831,-0.7711297865300332,2022.0
145,146,-0.8375162491414968,-0.2240150966623468,-0.49943679522203627,0.49464211481189724,0.4227219086598122,2.7053711789186035,-0.4702873177285775,-0.18342376819014727,-0.6318353565474656,-0.7762206188982425,2022.0
146,147,-0.772296509098603,-0.15510721094719176,-0.42963077659553445,0.14259586227878307,0.12556032056510158,2.859625130023163,-0.36260569444334495,-0.12299102574926765,-0.5756896014521806,-0.7094604945809254,2022.0
147,148,-0.7654622072315054,-0.1524339313274419,-0.42309275136701474,0.15896322657375736,0.10957496765931984,2.8633191892784375,-0.36338039313148013,-0.15327102046158492,-0.5715365578217083,-0.7026805221707797,2022.0
148,149,-0.7450231919706035,-0.12538222462078463,-0.4100367845314866,0.061964096734981884,0.006878685828883368,2.8914527919573723,-0.34236841174328436,-0.10469024285910297,-0.5506863362358905,-0.6821083825600849,2022.0
149,150,-0.711643136521328,-0.1278624755525341,-0.4024514671363263,-0.08098142820895984,-0.0310307884797944,2.917452224807145,-0.3176190957527157,-0.07930710508954648,-0.5177007085226131,-0.6488560195433267,2022.0
150,151,-0.7204868506606573,-0.1082701110700627,-0.4051532971181045,-0.10519504982097752,-0.025243457344762875,2.915074198825956,-0.2810326430641209,-0.08590602925853412,-0.5261988899230029,-0.6575878705657332,2022.0
151,152,-0.7328914000613526,-0.15721391456700817,-0.4177925529743559,-0.1175120190156741,0.07205055270125914,2.903187132650619,-0.2679318768087568,-0.07333667044447137,-0.5385757845108089,-0.66998346696945,2022.0
152,153,-0.7570591142970974,-0.1500560800417934,-0.4346500268823051,-0.08366949992250082,0.1404202219991619,2.884398866929922,-0.23941185665805642,-0.10075634121902761,-0.5637817291396633,-0.6954344407686401,2022.0
153,154,-0.7703976195139066,-0.19273907087186207,-0.44413785896559516,-0.06396702497051654,0.3086618453817501,2.8511415889697043,-0.25810275577623265,-0.12430273411301249,-0.5874351681790231,-0.718721201961306,2022.0
154,155,-0.7924590631814801,-0.18896584213838852,-0.42202557933305485,-0.05998560342681448,0.34318256139613174,2.8349352858327443,-0.26506698081419794,-0.09971487435315617,-0.6092008064437773,-0.7406990975380068,2022.0
155,156,-0.7721901941905812,-0.15269773378396082,-0.4008315511828971,-0.07691025561912732,0.19395980522925904,2.8670122295392937,-0.2980974141150117,-0.05164776289751615,-0.5883353860499666,-0.7202617369294916,2022.0
156,157,-0.7908514389457353,-0.1767085616937036,-0.44916669646373125,-0.08551849209720458,0.4296497974220415,2.813658476659783,-0.3351791094681074,-0.05771664161046707,-0.6087493182576046,-0.7394180155452709,2022.0
157,158,-0.8434559769466825,-0.18763938170780187,-0.4923163911408486,0.04200323714620355,0.9274624512390895,2.618540015427946,-0.4306333156114588,-0.17135077734722706,-0.6685537497962482,-0.794056111262972,2023.0
158,159,-0.8372651836389022,-0.14611492813130678,-0.4751046248914132,0.13692496800693355,0.7353599453366808,2.6821088947601206,-0.42997050120366304,-0.2083782674354922,-0.6648854582290613,-0.792674844573896,2023.0
159,160,-0.8162453248377524,-0.00851273120449699,-0.3802818447910541,-0.011582896556938527,0.42661343101880816,2.7925944939867096,-0.40763422702189683,-0.17960467311782993,-0.6431996413365021,-0.7721465861390466,2023.0
160,161,-0.8385619912978904,0.030350917040954547,-0.394118032434918,0.022582857834860148,0.5305584437762475,2.7486167778021304,-0.4304614522920025,-0.2082394728605163,-0.6665549660200859,-0.7941730815487796,2023.0
161,162,-0.8531669857466416,0.14660771744140025,-0.40046500326477147,0.08887503052770988,0.4624721294980331,2.7356966767245914,-0.46402647106878636,-0.22615669854459092,-0.6810791689846799,-0.8087572265822645,2023.0
162,163,-0.8605641119351132,0.09644609816300209,-0.4157254560302222,0.07685332857910182,0.5840577017510556,2.70559590683592,-0.473675901278378,-0.20600003513213466,-0.6914040027107347,-0.815583528242497,2023.0
163,164,-0.8508228947731193,-0.06631031720471844,-0.42096797252232593,0.14178102874493406,0.7143740358652657,2.6752453128757234,-0.4674535557173863,-0.22107996478356642,-0.6908577996607057,-0.8139078728241008,2023.0
164,165,-0.8433852604328622,-0.16227811553418037,-0.3941039948687237,0.15007675346394123,0.8013583466353719,2.652982826138994,-0.4789712466017203,-0.23413058105892187,-0.6847675535197536,-0.8067811742221448,2023.0
165,166,-0.8238133435830176,-0.1811279287872474,-0.343241821360785,0.08484876275713289,0.6698326225691016,2.719336901731842,-0.46633847199289485,-0.2097039369697015,-0.6630732975567134,-0.7867194868077166,2023.0
166,167,-0.8332275621441216,-0.19661926442387737,-0.3002718114299432,-0.11086548197813738,0.9921792772694029,2.611616751369328,-0.4642992956096452,-0.22440242135333832,-0.6769473044159039,-0.7971628872837637,2023.0
167,168,-0.844628550123807,-0.20720833936999258,-0.282309001517507,-0.12676243436500384,1.0080326242767974,2.6017167822327703,-0.43277758795540955,-0.21923513579930984,-0.6882801965426827,-0.8085481608358552,2023.0
168,169,-0.8561480911082375,-0.21361549856919668,-0.3018113328297029,-0.0968857179302914,1.1020588289875313,2.549508108909957,-0.42813889543225153,-0.2294388688335816,-0.7043993762776607,-0.821129156916566,2023.0
169,170,-0.8275543679581685,-0.20950331913602774,-0.2653202924185183,-0.10843666362938217,0.7564554660682388,2.711133355679341,-0.38589579295593723,-0.21085810004094255,-0.6690450020831346,-0.7909752835254684,2023.0
170,171,-0.7889406865449329,-0.1604507601217239,-0.23505967018696805,-0.124117052989579,0.3704096631677827,2.8333357649498194,-0.3704096631677827,-0.14658293297205027,-0.6266871088937513,-0.751497553240814,2023.0
171,172,-0.742862566327084,-0.09736082963093831,-0.1813606189477293,-0.16078348934999193,0.012008023573474151,2.9012625218859167,-0.3490783190936711,-0.09905210055677974,-0.5779636510575447,-0.7048089704956518,2023.0
172,173,-0.7970344365758201,-0.012129134917927099,-0.2329759941536351,0.12392111736944102,-0.008103979524809698,2.8513664117457913,-0.4012274895859424,-0.12295508007509284,-0.6400533762442415,-0.7608080380377634,2023.0
173,174,-0.7807630969365725,0.07783333645813378,-0.15858781181525752,-0.09634298293958406,-0.12637338283574232,2.8717525413425293,-0.3824507928593463,-0.04010423404314224,-0.6210559702160946,-0.7439076061549238,2023.0
174,175,-0.7448682913590687,0.2155726555085556,-0.11124405557834435,-0.28325285088723906,-0.2723706617962682,2.8764434074298246,-0.3446845634975586,-0.04805715117915854,-0.5805823399211856,-0.7069561487195573,2023.0
175,176,-0.7934191383707143,0.15659362825973502,-0.10639457674977619,-0.19834050727427416,-0.1066801231178647,2.8644298368430086,-0.3228387237608614,-0.11210550411154625,-0.6263745130389401,-0.7548703786787664,2023.0
176,177,-0.8082388125583987,0.12326543624270259,-0.08857019501507706,-0.2551760563556551,-0.05879870089236208,2.858807723133706,-0.26519530918541495,-0.09572680417919124,-0.640774158118127,-0.7695931230721822,2023.0
177,178,-0.8259523440910748,0.09691860320071802,-0.0954891252774036,-0.3242055930077116,0.10406599281729015,2.8363700954404822,-0.2841802111549077,-0.061467550702520274,-0.6587034270632871,-0.7873564401615853,2023.0
178,179,-0.8232336632668601,0.08563092507369532,-0.09688462236490145,-0.3268142243806611,0.12790369662441883,2.8356460905491407,-0.30310719709207967,-0.058324999666606356,-0.6561419649075814,-0.784674040568565,2023.0
179,180,-0.8281627873771682,0.08106468715416024,-0.106952810721897,-0.3184010606129036,0.12649748679290354,2.832177862763095,-0.31068605690066414,-0.02494517866957416,-0.6610043736119805,-0.789587768815971,2023.0
180,181,-0.8030570542184766,0.06755219396146887,-0.07726371444641576,-0.323193689079924,-0.011853767650744008,2.8559011049629874,-0.3080551424416244,0.00042844943315942203,-0.635961775286302,-0.7644966052341287,2023.0
181,182,-0.7986770638796029,0.06364631852231364,-0.057992675154248094,-0.30612480075268034,-0.08397659164384226,2.8590588727325,-0.3189739902255566,0.03480702659430252,-0.6316376007322118,-0.7601294954609742,2023.0
182,183,-0.8528819637365993,0.004483709184569303,-0.10588451689713661,-0.07024477722491908,-0.047251396791230346,2.8289330782078093,-0.3369679902557084,0.07863736108321547,-0.6847428693152505,-0.8140806342547496,2023.0
183,184,-0.818203105538123,-0.027160744591713026,0.03787605944118631,-0.15150423776474525,-0.22370368541360267,2.848497414343136,-0.307363362847993,0.07855987517982818,-0.654035313860364,-0.7829628989476093,2023.0
184,185,-0.7694704283432361,-0.23546028772359218,0.08483181369395304,-0.1853077878574997,-0.2528426882453629,2.8765593204445676,-0.24258422236366214,0.06659454101537395,-0.6070447185496411,-0.7352755420709003,2023.0
185,186,-0.7645421074413479,-0.2844927242060888,0.03753683828506245,-0.16269766381306702,-0.1532849308084541,2.8850311893472083,-0.2516907758566801,0.026412699279610808,-0.6019585373616702,-0.7303139874245737,2023.0
186,187,-0.7696298402818463,-0.29078839108964616,0.025583896152427628,-0.18371293286241,-0.07035571441917599,2.8837847944314516,-0.2510990879067506,-0.004968301261743758,-0.6051619364448115,-0.733652486317495,2023.0
187,188,-0.7861384783986781,-0.30509768944838106,0.0032031253485394337,-0.09575056845455378,0.02865653213604029,2.8731462389729336,-0.2727804426282957,-0.07744699503432845,-0.620262344277886,-0.7475293782153902,2023.0
188,189,-0.800315122512667,-0.3211204422592599,-0.013658619985756027,-0.10624006089339103,0.13835782002307676,2.85465157702301,-0.2954033753404724,-0.057663378935681305,-0.635725894232427,-0.7628825028864319,2023.0
189,190,-0.8117333014961998,-0.3482356944440776,-0.04996771989978011,-0.07589167948290435,0.25656173626990864,2.82759179382701,-0.34310787826280026,-0.024043760316655883,-0.6522012425231276,-0.7789722536713726,2023.0
190,191,-0.7939604571847539,-0.42203086404203527,-0.054640457390760955,0.13401948115989343,0.13770757018419194,2.8294451596106716,-0.37663899912759213,-0.04300879200643489,-0.6470042945242442,-0.7638883466789353,2023.0
191,192,-0.7596330753771046,-0.42242665345156566,-0.06091197311395945,0.210718681932514,-0.01257811045740694,2.847034102971492,-0.3862469200010468,-0.04932315224309013,-0.6324386999651243,-0.7341942002947085,2023.0
192,193,-0.7117483635249925,-0.3772274817060171,-0.026574882235872913,-0.07525304777975088,-0.0902527150694342,2.897794214071633,-0.34043584495773727,0.0034244523434937405,-0.5917510252075259,-0.6879753059337962,2023.0
193,194,-0.6907756013559015,-0.39062288080605656,-0.028798818993378154,-0.10235179481143632,-0.11310184512330634,2.9104912531205613,-0.3283857474215458,-0.020594833229056284,-0.5776171770204275,-0.6582425543594528,2023.0
194,195,-0.6956770877229028,-0.40881743705760926,-0.03793676445188942,-0.054627809214465674,-0.07386494555099424,2.9056279941007537,-0.34346775332616664,-0.04783823168392618,-0.5825174622139113,-0.660880502878888,2023.0
195,196,-0.7178996262273469,-0.4430568058354523,-0.05963410578256232,0.07495970338054657,-0.026833933801636622,2.881636488575964,-0.39102894683122535,-0.03927537834612568,-0.60479558491381,-0.6740718102183514,2023.0
196,197,-0.7378677981940337,-0.4644160261221253,-0.08305250102183993,0.0875723650230285,0.1341834625352856,2.854859099750729,-0.4175224371097939,-0.0485885380127771,-0.6282610961652109,-0.6969065306832622,2023.0
197,198,-0.7370108854545058,-0.4986565106334071,-0.10224444754441689,0.03834518961365428,0.24345391877412684,2.8411221644603315,-0.41807808132036434,-0.035189670703493166,-0.6327660643152545,-0.6989756128766709,2023.0
198,199,-0.7547207726686069,-0.539237398864519,-0.1341620643878423,0.08132130941624556,0.48751025305986856,2.7809883323855478,-0.43706375779720613,-0.11578751313323016,-0.6517119247260843,-0.717136463284173,2023.0
199,200,-0.7891694443889505,-0.5817420398608304,-0.18795407657697752,0.16018905420003646,0.8437811907373696,2.6409451877817847,-0.48667114611877543,-0.1676974941035283,-0.6892369708532676,-0.742444260816861,2023.0
200,201,-0.8466741346092251,-0.5518240563230863,-0.28072722427365915,0.5844589511526553,1.0287995682546212,2.4323065958933694,-0.556213243127696,-0.25619941565966337,-0.7511447747441888,-0.8027822665631273,2023.0
201,202,-0.8851780316757019,-0.4716608383563938,-0.32578899520779714,0.746586962420638,1.0116686598119367,2.370660998178739,-0.5378030800652478,-0.2870778382386617,-0.7903228788374229,-0.8310849580300887,2023.0
202,203,-0.8965542086414519,-0.402732017056283,-0.3608957295155436,0.7532841736399751,1.016108458558485,2.3630829187658478,-0.5500573486414633,-0.28954304278962006,-0.8015884025673808,-0.8311048017525651,2023.0
203,204,-0.9031087640225457,-0.42108817823669004,-0.3953387011128326,0.9494096929817063,1.2148458917444616,2.153137586192315,-0.5926711426227684,-0.35659416076758904,-0.81406851602416,-0.8345237081318972,2023.0
204,205,-0.8971149615905836,-0.4178606261838557,-0.37853719353509857,0.8579389918142593,1.18309462552867,2.224182504904516,-0.5697473847896802,-0.3687063353729093,-0.8061795235903326,-0.8270700971849849,2023.0
205,206,-0.9111139632895426,-0.42513579440986177,-0.4054018472391115,1.0774972913629286,1.1647546240335953,2.1084177122348935,-0.591091157363882,-0.3514306905191078,-0.8231433554199331,-0.8433528193899785,2023.0
206,207,-0.9013982295960473,-0.43353346998271225,-0.3603684265076143,0.8572545043689314,1.2054613835163037,2.2062808745301847,-0.5906303191834241,-0.34054779600098245,-0.8108595470348894,-0.83165897410975,2023.0
207,208,-0.9126827631228087,-0.2552497717299083,-0.26036284043087643,0.39922302199401055,1.160262931801265,2.3973564485565504,-0.57091448679494,-0.30853332977157605,-0.8131124778934297,-0.8359867326082869,2023.0
208,209,-0.9328300156053834,-0.124755382026252,-0.24182788128842378,0.36868690978579266,1.1031339168758236,2.4147117601723425,-0.5999050958285823,-0.3012787598199955,-0.8313062076514688,-0.8546292446138546,2023.0
209,210,-0.9471289205807083,-0.16775336656277853,-0.2589999676220304,0.6891008102480664,1.0208820904309677,2.3463874490135916,-0.6315452618876152,-0.3335090264751474,-0.8472435880602255,-0.8701902185041201,2024.0
210,211,-0.8839387453908005,-0.29247152622574124,-0.12621973409468198,0.7236388246475658,0.3908490927225711,2.6070627416985674,-0.5663148395982432,-0.27215504216153263,-0.7780641101266148,-0.80238666147109,2024.0
211,212,-0.8725427441307994,-0.3833630257657003,-0.12154852861254868,0.6733685137307374,0.3923198375104134,2.6298003098916234,-0.5412555404962194,-0.21972896504498055,-0.7663241433120865,-0.7907257137704395,2024.0
212,213,-0.8410450754795171,-0.37375008920553354,-0.1209183043526368,0.8437366029739873,0.08237792129352027,2.6421923681620334,-0.48828317407660793,-0.2297247349801575,-0.7451236168999923,-0.7694618974350956,2024.0
213,214,-0.8218727972162816,-0.3880781983656762,-0.09742121125702147,0.5984028523538485,0.14211520022950808,2.721513387334454,-0.48155582236041944,-0.17979836740238894,-0.7342375247212097,-0.7590675185948135,2024.0
214,215,-0.8280297684746688,-0.3722944676898725,-0.15727052906753355,0.7940300101260627,0.09556298802396836,2.6585328873076866,-0.48399146667892645,-0.17025855220579564,-0.7558740843732128,-0.7804070169677078,2024.0
215,216,-0.881960317441604,-0.3734164770716511,-0.24823645482673962,0.9155465644814217,0.526873772198672,2.485885236393034,-0.5427448107332947,-0.2188973871130885,-0.8196497260116592,-0.8434003998750911,2024.0
216,217,-0.8926708173904946,-0.4250901224726417,-0.29706521107541556,1.0682704180847147,0.8743890707835655,2.2684381059978063,-0.5409974496635461,-0.3371059241050007,-0.8478884409758269,-0.8702796291831607,2024.0
217,218,-0.8936163502719466,-0.38241515057936887,-0.26051546200520176,0.8102025314845211,0.7804912178684941,2.4329400714103357,-0.4915417510569262,-0.270789467648127,-0.8519649760438713,-0.872790663157909,2024.0
218,219,-0.901713402462671,-0.38474618431069285,-0.2491203169799324,0.7013956988318826,0.7019631710801284,2.503120087012487,-0.4661784519339737,-0.18783331416937954,-0.853478261361773,-0.8634090257060755,2024.0
219,220,-0.9080250877366732,-0.39173096682953923,-0.22228340086001783,0.7971438649566175,0.6433249579842849,2.4866841586527193,-0.4731645058148918,-0.2184447828607083,-0.8507200047469807,-0.8627842327448108,2024.0
220,221,-0.8355667752277629,-0.2729435044585895,-0.06522394246575122,0.2051082303563569,0.2110430749847237,2.789139581547265,-0.36077920495841825,-0.11240595726126734,-0.7717671954728197,-0.7866043070437367,2024.0
221,222,-0.7796744826953934,-0.1412514673377164,0.004322186845862976,-0.1277446334443946,-0.0016808504400578237,2.867770972230084,-0.33995200150169486,-0.058709704656305414,-0.7040362128927913,-0.7190438061075933,2024.0
222,223,-0.8098883320195445,0.14675193151644256,-0.026994304466114484,-0.09359209508975219,-0.03528202952150051,2.8304948985587677,-0.4481883313880543,-0.08560036021491567,-0.7314509341739267,-0.7462504432014018,2024.0
223,224,-0.8273937259858044,0.2095753839243354,-0.059483922293583055,-0.056575173037173125,-0.026033305844868865,2.808542844526607,-0.47398069133199794,-0.059483922293583055,-0.7503118706909412,-0.7648556169729909,2024.0
224,225,-0.8334673461215584,0.5507021140105219,-0.01619712100030947,-0.1912857177290069,-0.1684728712496978,2.7478643905489806,-0.4852862767311031,-0.092620156705995,-0.7499152958910887,-0.7613217191307433,2024.0
225,226,-0.8993712882348774,0.6409053541055559,-0.021442500349279577,-0.03762551948081134,-0.01739674556639664,2.676208992380166,-0.5418999549187206,-0.1971438509201958,-0.8011172435077203,-0.8011172435077203,2024.0
226,227,-0.9246067367744623,0.41363218174506317,-0.02262962302835371,0.38067925130429037,-0.13869392670470393,2.676594484580434,-0.49767673531170675,-0.25475823038105416,-0.8184574741156897,-0.8140831913138172,2024.0
227,228,-0.8754456277314825,0.24115960355716531,0.04449319498322074,0.20902071519950421,-0.332033047518919,2.7718759225829017,-0.42078355573594645,-0.12622622115518092,-0.7619275358259823,-0.750133448355281,2024.0
228,229,-0.8757446076241268,0.27886839460656554,0.029206312460124086,0.05263066458550279,-0.2533684669764064,2.7870531367404707,-0.4102226729805246,-0.09710728254508262,-0.7615879548612052,-0.7497275234053172,2024.0
229,230,-0.8697249425841695,0.23276852288912128,0.06170739217799329,0.010060663359450285,-0.16159753936114063,2.7977898755418464,-0.4269960475674107,-0.1409985550346697,-0.7547885807625565,-0.7482207886584643,2024.0
230,231,-0.8787621965896684,0.11253983806773456,0.04296435033233195,0.3069944063538598,-0.17884468321728492,2.7680042866356005,-0.4675532242047889,-0.17081674232473845,-0.770236328968207,-0.7642897060848393,2024.0
231,232,-0.853841750574242,-0.00408479658583899,0.044217177640870235,0.23474163153511218,-0.09919794336559358,2.803094754923219,-0.46325171207430943,-0.17821043206977843,-0.7414353043799866,-0.7420316250494522,2024.0
232,233,-0.8727814844231817,-0.05835535138134554,-0.04412956739808203,0.41791204155833084,-0.05716986938274025,2.7622026938002975,-0.4815724248834351,-0.13274434679382766,-0.7601606945556789,-0.7732009965403371,2024.0
233,234,-0.8740305655506633,-0.08613780567704438,-0.048506222185525166,0.43833386975593996,-0.07458165011665659,2.7602322023507795,-0.4639351989974145,-0.1142874153754249,-0.7614321267571412,-0.7756550874468493,2024.0
234,235,-0.7918102130529527,-0.15586721225551473,0.025873420069984925,-0.0991665223674278,0.004685267532857708,2.868368531564869,-0.39938175409066695,-0.07797836983030058,-0.6784088332767789,-0.6963143142940695,2024.0
235,236,-0.8097207591561725,-0.26905579053509954,-0.012232507801860628,-0.0006531921641770239,0.21400950542672673,2.828856500839022,-0.4222590435875288,-0.08913103985724662,-0.6998657133627639,-0.7399479598008994,2024.0
236,237,-0.8064606085837486,-0.34493283816273246,-0.04316468057976042,0.07369651769991994,0.29765582680806685,2.8073610040397843,-0.4156412594003112,-0.10677267458009276,-0.7088297340716105,-0.7529115531695153,2024.0
237,238,-0.8158487751622313,-0.4316587910443953,-0.08332653877755732,-0.06795893941284388,0.8449902969205026,2.660359118170633,-0.45157975318383864,-0.1627258021619101,-0.7219356679334269,-0.7703151474149322,2024.0
238,239,-0.8220501801765617,-0.48777160026608196,-0.12047785196938197,0.01020718955940642,1.0988823670950183,2.538618835137439,-0.47401528010515687,-0.23410505649862326,-0.7312584671144562,-0.7780299556616015,2024.0
239,240,-0.8122879182279384,-0.4969242358343242,-0.11239462832043953,-0.038013812020466116,1.111457991168791,2.5403381744073945,-0.4790838186406037,-0.22300521492150702,-0.7217134924752033,-0.7683730451357033,2024.0
240,241,-0.819103868776356,-0.5186360382074763,-0.10279752153013581,0.04365604360269184,0.944499483435018,2.603653161087033,-0.4721517326395042,-0.18316496549403932,-0.7244551020174731,-0.7714994594597581,2024.0
241,242,-0.7959618467727878,-0.49791949937547403,-0.05428832776968346,-0.019106745495336433,0.6888153368543293,2.7193360894200977,-0.4587335093625834,-0.16183527846199633,-0.6915612164464735,-0.7287450025900923,2024.0
242,243,-0.7724042521192581,-0.5025409477840219,-0.013955457815194765,-0.03649222198880122,0.5142138358944539,2.7785807695938614,-0.4490883660902117,-0.14686457986466872,-0.6669437531017407,-0.7045050267244182,2024.0
243,244,-0.7603352331448504,-0.44744966649571855,0.01692611864275099,-0.10688800223795764,0.34379539776782175,2.8317309091119434,-0.42530878840881536,-0.129902862354607,-0.6423476591291164,-0.6802202137514508,2024.0
244,245,-0.7436683275614877,-0.41845744579851213,0.03946280923993775,-0.19066399408830234,0.2692979436159241,2.8555265432502774,-0.4219574732255576,-0.11220504593203291,-0.6167923333310892,-0.6605426761691576,2024.0
245,246,-0.7398101879101112,-0.3700077353970695,0.04290412276182236,-0.23393450941288924,0.15111752877079332,2.8790337962381316,-0.3852573210677104,-0.08671735543862523,-0.6046167457146218,-0.6527115928297199,2024.0
246,247,-0.7468646611255086,-0.378273743018838,0.03273438391756861,-0.27442471450465694,0.22931620690779297,2.8629860765223616,-0.40635686058887005,-0.050637371368464044,-0.6093743980222268,-0.6591049187191586,2024.0
247,248,-0.7394742322617889,-0.37967808571391226,0.03629982158132704,-0.3459108098243057,0.31167777840518734,2.85266528909808,-0.3971439180706053,-0.08363222726796518,-0.6026585454676935,-0.6521450704783237,2024.0
248,249,-0.7436750351408288,-0.3250268951018441,0.03165317417389961,-0.40037774171066765,0.3444028270869702,2.8464000503915345,-0.39019519487163745,-0.10188365437223935,-0.6049014682203314,-0.6563960622348556,2024.0
249,250,-0.7523559022003329,-0.3191180646726009,0.01993763426214579,-0.42807955424479305,0.4299921761362198,2.8236674523763976,-0.41532874163528116,-0.08699531694035124,-0.6060113483866174,-0.6657083346947864,2024.0
250,251,-0.7580347509344473,-0.3171646032644071,0.017489304207900604,-0.3785663202006305,0.381243551460409,2.8329471779423154,-0.4172697721082974,-0.07330375590632549,-0.6110780350444339,-0.6762627961520834,2024.0
251,252,-0.7644927576749451,-0.2905682103814371,0.01658882459914196,-0.30317102765640364,0.27274841293218216,2.8522227114666063,-0.40838989746368215,-0.06664838717040428,-0.6199999921735849,-0.6882896764774732,2024.0
252,253,-0.7664395776273029,-0.16196125023764021,0.03658141171123386,-0.3062218173891995,0.1495707720773836,2.8681006827146414,-0.41714609806197317,-0.09292858620192472,-0.6177538397042234,-0.691801697280995,2024.0
253,254,-0.7753582795805749,-0.046992305924067446,0.026553163435409578,-0.33762982339284414,0.07233447970335712,2.8694252220095717,-0.4253527326288468,-0.07593791233864074,-0.6202925309310751,-0.6867492803522893,2024.0
254,255,-0.7978038155646877,0.0034536961712757046,0.03859130069642852,-0.3854625248549884,0.1506111852082405,2.8432929131784985,-0.4419229492201912,-0.06592054866043627,-0.637131863248818,-0.7077073937053215,2024.0
255,256,-0.7953457474788175,0.08154462980284781,0.06271001254433317,-0.4152569959176449,0.051903264936988706,2.846219431978915,-0.43131273521998525,-0.06851477983056392,-0.6273780132389492,-0.7045690675771239,2024.0
256,257,-0.7787715825397351,0.09637406376601605,0.0763089960376655,-0.4095743363380849,-0.0496378906264426,2.859179543285054,-0.4176003634294251,-0.07186381180246168,-0.6136206404679267,-0.6907939778846596,2024.0
257,258,-0.7919274425008892,0.0732164012520393,0.075696211624674,-0.31735373243792486,-0.08270167592736702,2.861143212686593,-0.4199558866056853,-0.06844276628471753,-0.6260901238309441,-0.7035841979757783,2024.0
