Tanggal,Beras,Beras Kualitas Medium I,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Keriting,Cabai Rawit,Cabai Rawit Merah,Daging Sapi,Daging Sapi Kualitas 1,Telur Ayam,Telur Ayam Ras Segar,Daging Ayam,Daging Ayam Ras Segar,Minyak Goreng,Minyak Goreng Kemasan Bermerk 1,Gula Pasir,Gula Pasir Lokal
25/05/2021,11000,11500,32900,32900,29850,29850,31100,28250,35300,44600,130400,135000,23600,23600,38500,38500,15550,16350,14400,13900
26/05/2021,,,,,,,,,,,,,,,,,,,,
27/05/2021,11000,11500,33400,33400,29750,29750,30950,28250,35800,44600,128750,133350,24350,24350,37750,37750,15550,16350,14400,13900
28/05/2021,11000,11500,33400,33400,30150,30150,30150,27650,36250,45650,128750,133350,24350,24350,37650,37650,15550,16350,14150,13400
31/05/2021,11000,11500,33150,33150,29900,29900,30100,27350,34000,41500,128750,133350,25250,25250,38500,38500,15200,15900,14150,13400
1/6/2021,,,,,,,,,,,,,,,,,,,,
2/6/2021,11000,11500,33100,33100,30100,30100,29850,27400,32950,40000,128750,133350,25400,25400,38350,38350,15100,15900,14150,13400
3/6/2021,11000,11500,32500,32500,30150,30150,30550,28350,32400,38150,128750,133350,25250,25250,38250,38250,15150,15900,14150,13400
4/6/2021,11000,11500,32500,32500,30400,30400,30800,28100,32700,38750,128750,133350,25000,25000,36900,36900,15150,15900,14150,13400
7/6/2021,11000,11500,32100,32100,30600,30600,30200,28000,34650,41350,128750,133350,25600,25600,35900,35900,15100,15900,14150,13400
8/6/2021,11000,11500,31750,31750,29400,29400,30500,28100,34900,41500,128750,133350,25600,25600,36400,36400,15100,15900,14150,13400
9/6/2021,11000,11500,31900,31900,29600,29600,30350,27750,35500,41400,128750,133350,25600,25600,36750,36750,15100,15900,14150,13400
10/6/2021,11000,11500,31850,31850,29250,29250,30450,27750,35450,40750,128750,133350,25350,25350,37650,37650,15100,15900,14150,13400
11/6/2021,11000,11500,30650,30650,29100,29100,29750,27500,35050,39500,128750,133350,25350,25350,38250,38250,15100,15900,14150,13400
14/06/2021,11000,11500,32400,32400,28750,28750,28450,25850,36550,39900,128750,133350,25350,25350,37250,37250,15100,15900,14150,13400
15/06/2021,11000,11500,32100,32100,28900,28900,27000,23750,36050,38650,128750,133350,25350,25350,36900,36900,15100,15900,14150,13400
16/06/2021,11000,11500,32100,32100,28150,28150,26750,23150,36650,39350,128750,133350,25100,25100,36400,36400,15100,15900,14150,13400
17/06/2021,11000,11500,31750,31750,29100,29100,26450,22900,37350,39900,128750,133350,25100,25100,36000,36000,15100,15900,14050,13400
18/06/2021,11000,11500,32250,32250,29100,29100,27350,24600,37200,39350,128750,133350,25150,25150,35900,35900,15100,15900,14050,13400
21/06/2021,11000,11500,30600,30600,28150,28150,27850,24650,40400,45650,128750,133350,24150,24150,35900,35900,15050,15900,14050,13400
22/06/2021,11000,11500,32000,32000,27650,27650,28500,25850,40100,45100,128750,133350,24150,24150,35900,35900,15050,15900,14050,13400
23/06/2021,11000,11500,32150,32150,27150,27150,28200,26350,40700,46250,128750,133350,24000,24000,35850,35850,15000,15900,14050,13400
24/06/2021,11000,11500,32850,32850,27650,27650,29050,27850,42100,49500,128750,133350,23650,23650,35150,35150,15000,15900,13900,13150
25/06/2021,11000,11500,32900,32900,27400,27400,30150,29900,43450,52350,128750,133350,23600,23600,35250,35250,15000,15900,13900,13150
28/06/2021,11000,11500,33100,33100,27850,27850,30500,31600,46650,58650,128750,133350,23850,23850,35150,35150,15000,15900,13900,13150
29/06/2021,11000,11500,33150,33150,27900,27900,30450,30500,46750,59750,128750,133350,23750,23750,34750,34750,15000,15900,13900,13150
30/06/2021,11000,11500,33750,33750,28350,28350,30050,29100,46800,60000,128750,133350,23850,23850,34650,34650,15000,15900,13900,13150
1/7/2021,11000,11500,33600,33600,28600,28600,30500,29350,47400,61600,128750,133350,23750,23750,34350,34350,15000,15900,13900,13150
2/7/2021,11000,11500,33350,33350,27750,27750,30200,29000,47300,61150,128750,133350,23350,23350,34500,34500,14950,15900,13900,13150
5/7/2021,11000,11500,34350,34350,28000,28000,28350,27400,49100,62750,128750,133350,22600,22600,34100,34100,15000,15900,13900,13150
6/7/2021,11000,11500,33850,33850,28150,28150,28250,27350,49700,64500,128750,133350,22750,22750,34600,34600,15000,15900,13900,13150
7/7/2021,11000,11500,34400,34400,28250,28250,29350,27000,50250,65750,128750,133350,22750,22750,35100,35100,15000,15900,13900,13150
8/7/2021,11000,11500,34500,34500,28100,28100,28200,26400,51500,67850,128750,133350,22900,22900,34850,34850,15000,15900,13900,13150
9/7/2021,11000,11500,33250,33250,27600,27600,27900,26150,49650,64250,128750,133350,22650,22650,34350,34350,15000,15900,13900,13150
12/7/2021,11000,11500,34600,34600,27850,27850,27750,26650,51000,67250,128750,133350,22000,22000,33650,33650,15000,15900,13900,13150
13/07/2021,11000,11500,34400,34400,27850,27850,27700,26500,50600,67250,128750,133350,22100,22100,33600,33600,15000,15900,13900,13150
14/07/2021,11000,11500,34250,34250,28150,28150,27500,25650,50950,68250,128750,133350,22250,22250,34000,34000,15000,15900,13900,13150
15/07/2021,11000,11500,34150,34150,27900,27900,28400,27650,50450,68350,128750,133350,22600,22600,33750,33750,15000,15900,13900,13150
16/07/2021,11000,11500,34600,34600,27750,27750,29400,29250,50800,68500,128750,133350,22650,22650,34000,34000,15000,15900,13900,13150
19/07/2021,11000,11500,38900,38900,30000,30000,37450,37000,55950,76250,138350,144150,23600,23600,34400,34400,15000,15900,13900,13150
20/07/2021,,,,,,,,,,,,,,,,,,,,
21/07/2021,11000,11500,39100,39100,29100,29100,36600,36000,53600,73150,131250,135850,23750,23750,34100,34100,15050,15900,13900,13150
22/07/2021,11000,11500,37900,37900,28850,28850,36850,36900,53650,71750,128750,133350,24250,24250,34250,34250,15050,15900,13900,13150
23/07/2021,11000,11500,38600,38600,28650,28650,37550,38250,54000,72350,128750,133350,24850,24850,34400,34400,15050,15900,13900,13150
26/07/2021,11000,11500,38350,38350,27750,27750,34500,33750,52350,70650,128750,133350,24600,24600,33850,33850,15400,16300,13900,13150
27/07/2021,11000,11500,38150,38150,28250,28250,33500,32500,50000,66850,128750,133350,24850,24850,33350,33350,15400,16300,13900,13150
28/07/2021,11000,11500,38150,38150,28600,28600,32700,31150,45650,58650,128750,133350,24900,24900,33400,33400,15400,16300,13900,13150
29/07/2021,11000,11500,38750,38750,29100,29100,31550,28750,44150,58600,128750,133350,24750,24750,33100,33100,15400,16300,13900,13150
30/07/2021,11000,11500,37900,37900,28250,28250,31550,28500,42950,56350,128750,133350,24600,24600,33400,33400,15400,16300,13900,13150
2/8/2021,11000,11500,37150,37150,29100,29100,27750,25600,36750,46000,128750,133350,25150,25150,34500,34500,15400,16300,13900,13150
3/8/2021,11000,11500,37100,37100,28750,28750,27600,25650,37200,47150,128750,133350,25000,25000,34750,34750,15400,16300,13900,13150
4/8/2021,11000,11500,36750,36750,28600,28600,27300,25350,36400,46350,128750,133350,25150,25150,35250,35250,15650,16500,13900,13150
5/8/2021,11000,11500,36500,36500,28750,28750,27700,25850,36300,45850,128750,133350,25150,25150,35400,35400,15650,16500,13950,13250
6/8/2021,11000,11500,35400,35400,29150,29150,26900,24900,34800,43600,128750,133350,25000,25000,35900,35900,15700,16500,13950,13250
9/8/2021,11000,11500,34600,34600,28750,28750,27100,25850,31650,38100,128750,133350,24150,24150,35150,35150,15700,16500,13950,13250
10/8/2021,11000,11500,35150,35150,28750,28750,27500,26850,31000,36900,128750,133350,23850,23850,35000,35000,15700,16500,13950,13250
11/8/2021,,,,,,,,,,,,,,,,,,,,
12/8/2021,11000,11500,33150,33150,29150,29150,26450,26100,29650,34600,128750,133350,23500,23500,35650,35650,15700,16500,13750,13100
13/08/2021,11000,11500,33350,33350,28500,28500,26450,25350,29550,34650,128750,133350,23650,23650,35650,35650,15700,16500,13750,13050
16/08/2021,11000,11500,31150,31150,28600,28600,24250,22750,27650,31400,128750,133350,23500,23500,35250,35250,15700,16500,13750,13050
17/08/2021,,,,,,,,,,,,,,,,,,,,
18/08/2021,11000,11500,30500,30500,28250,28250,23450,22650,25250,27600,128750,133350,23250,23250,34500,34500,15700,16500,13750,13050
19/08/2021,11000,11500,30650,30650,28900,28900,23550,22750,25150,27400,128750,133350,22900,22900,34250,34250,15750,16500,13750,13050
20/08/2021,11000,11500,30900,30900,28850,28850,23700,22600,25200,27850,128750,133350,22900,22900,34600,34600,15750,16500,13750,13050
23/08/2021,11000,11500,29850,29850,27600,27600,23200,22150,24400,26400,128750,133350,22100,22100,34150,34150,15900,16500,13750,13050
24/08/2021,11000,11500,29600,29600,27100,27100,22350,21250,23250,24250,128750,133350,22150,22150,34250,34250,15900,16500,13750,13050
25/08/2021,11000,11500,28900,28900,26750,26750,21750,20650,22400,22750,128750,133350,22100,22100,34600,34600,15900,16500,13750,13050
26/08/2021,11000,11500,28650,28650,27100,27100,22250,20900,22350,22600,128750,133350,22000,22000,34750,34750,15900,16500,13750,13050
27/08/2021,11000,11500,26650,26650,26350,26350,22150,20650,22550,22750,128750,133350,21750,21750,35150,35150,15900,16500,13750,13050
30/08/2021,11000,11500,27350,27350,26500,26500,21650,20600,23400,24150,128750,133350,21150,21150,35900,35900,15900,16500,13750,13050
31/08/2021,10900,11400,27850,27850,26850,26850,22150,21350,23750,24650,128750,133350,21100,21100,35650,35650,15900,16500,13750,13050
1/9/2021,10900,11400,28100,28100,27350,27350,22650,21350,24100,25000,128750,133350,20900,20900,35900,35900,15900,16500,13750,13050
2/9/2021,10900,11400,26900,26900,27350,27350,21950,20500,23250,23100,128750,133350,20750,20750,35900,35900,15900,16500,13750,13050
3/9/2021,10900,11400,26900,26900,26900,26900,22500,21000,23700,23150,128750,133350,21350,21350,36150,36150,15900,16500,13750,13050
6/9/2021,11150,11650,28400,28400,27600,27600,21700,21250,25200,23650,128750,133350,20250,20250,36600,36600,15900,16500,13750,13050
7/9/2021,11200,11700,28850,28850,27850,27850,21350,20350,25350,24250,128750,133350,19800,19800,36500,36500,15950,16500,13600,12950
8/9/2021,11200,11700,29500,29500,27600,27600,23150,22600,24300,23250,128750,133350,19600,19600,36600,36600,16200,16900,13600,12950
9/9/2021,11200,11700,29250,29250,28150,28150,23650,22900,24200,23000,128750,133350,19500,19500,36500,36500,16200,16900,13600,12950
10/9/2021,11200,11700,29100,29100,27400,27400,23500,23000,24700,23650,128750,133350,20000,20000,35750,35750,16200,16900,13600,12950
13/09/2021,11200,11700,27400,27400,28000,28000,23400,22900,25150,24400,128750,133350,19350,19350,36350,36350,16200,16900,13600,12950
14/09/2021,11200,11700,27900,27900,27250,27250,24350,23650,25500,24850,128750,133350,19350,19350,35750,35750,16200,16900,13600,12950
15/09/2021,11200,11700,27850,27850,27600,27600,24300,23650,25400,25000,128750,133350,19150,19150,35150,35150,16200,16900,13600,12950
16/09/2021,11200,11700,28500,28500,28000,28000,24000,22650,25500,25000,128750,133350,18750,18750,35250,35250,16200,16900,13600,12950
17/09/2021,11200,11700,29000,29000,28100,28100,24700,23650,25700,25400,128750,133350,19000,19000,35000,35000,16200,16900,13600,12950
20/09/2021,11200,11700,27500,27500,27350,27350,23650,22100,25500,25600,128750,133350,18750,18750,35500,35500,16200,16900,13600,12950
21/09/2021,11200,11700,26100,26100,27650,27650,24950,24250,25900,26000,128750,133350,18750,18750,35850,35850,16200,16900,13600,12950
22/09/2021,11200,11700,26650,26650,27600,27600,25200,24900,26000,26350,128750,133350,19000,19000,35900,35900,16200,16900,13600,12950
23/09/2021,11200,11700,26500,26500,27850,27850,25200,24900,25950,26000,128750,133350,18600,18600,35600,35600,16200,16900,13600,12950
24/09/2021,11200,11700,26500,26500,27750,27750,25700,25100,25950,25750,128750,133350,18350,18350,35400,35400,16200,16900,13600,12950
27/09/2021,11200,11700,26150,26150,27150,27150,25900,26150,25550,25100,128750,133350,18500,18500,35600,35600,16200,16900,13600,12950
28/09/2021,11200,11700,26250,26250,27400,27400,26800,26500,25450,24850,128750,133350,18350,18350,34750,34750,16200,16900,13600,12950
29/09/2021,11200,11700,26250,26250,26900,26900,26650,26400,25650,24900,128750,133350,18900,18900,34600,34600,16200,16900,13600,12950
30/09/2021,11200,11700,26350,26350,27100,27100,27050,27400,26050,25250,128750,133350,19400,19400,34350,34350,16200,16900,13600,12950
1/10/2021,11200,11700,26350,26350,26850,26850,27650,27900,27200,26750,128750,133350,19400,19400,34150,34150,16200,16900,13600,12950
4/10/2021,11200,11700,27150,27150,27000,27000,28900,30500,28950,27900,128750,133350,19600,19600,34650,34650,16200,16900,13600,12950
5/10/2021,11200,11700,27150,27150,27000,27000,30050,31100,29000,28150,128750,133350,19250,19250,34250,34250,16200,16900,13600,12950
6/10/2021,11200,11700,27900,27900,26750,26750,30050,30850,29250,28600,128750,133350,19250,19250,34350,34350,16200,16900,13600,12950
7/10/2021,11200,11700,28350,28350,27100,27100,33650,35000,31800,29900,128750,133350,19150,19150,35900,35900,16200,16900,13550,12950
8/10/2021,11200,11700,28150,28150,27000,27000,34500,36500,32550,31100,128750,133350,19000,19000,36500,36500,16300,16900,13450,12950
11/10/2021,11200,11700,29000,29000,27500,27500,34650,35400,31700,30500,128750,133350,18600,18600,36500,36500,16350,17000,13450,12950
12/10/2021,11200,11700,29400,29400,27250,27250,35150,35650,31700,29750,128750,133350,18750,18750,36650,36650,16450,17100,13450,12950
13/10/2021,11200,11700,29500,29500,27350,27350,35400,35500,31200,29400,128750,133350,18600,18600,36650,36650,16700,17150,13450,12950
14/10/2021,11200,11700,29250,29250,27500,27500,35150,35350,31150,29900,128750,133350,18850,18850,36450,36450,16700,17150,13450,12950
15/10/2021,11200,11700,30100,30100,27650,27650,35200,35150,31600,29350,128750,133350,18900,18900,36150,36150,16750,17200,13450,12950
18/10/2021,11200,11700,29750,29750,27600,27600,35050,35650,30900,29350,128750,133350,18850,18850,36900,36900,16800,17200,13450,12950
19/10/2021,11200,11700,30150,30150,28100,28100,35100,35500,30800,29650,128750,133350,18850,18850,36750,36750,16800,17200,13450,12950
20/10/2021,,,,,,,,,,,,,,,,,,,,
21/10/2021,11200,11700,30400,30400,27650,27650,35650,35900,30800,29850,128750,133350,18500,18500,36900,36900,16900,17200,13450,12950
22/10/2021,11200,11700,29250,29250,27100,27100,36250,37650,30000,28900,128750,133350,18500,18500,36900,36900,17050,17400,13450,12950
25/10/2021,11200,11700,27000,27000,27000,27000,34150,35400,26200,25600,128750,133350,18650,18650,36100,36100,17150,17400,13450,12950
26/10/2021,11200,11700,26400,26400,27350,27350,34250,35850,26200,26000,128750,133350,18900,18900,35850,35850,17200,17550,13450,12950
27/10/2021,11200,11700,26150,26150,27000,27000,34500,36350,26800,26100,128750,133350,18850,18850,35750,35750,17300,17700,13450,12950
28/10/2021,11200,11700,26600,26600,27250,27250,34550,36250,27450,26650,128750,133350,19000,19000,35850,35850,17300,17700,13450,12950
29/10/2021,11200,11700,26500,26500,27650,27650,34650,36400,27050,26750,128750,133350,19500,19500,36100,36100,17300,17700,13450,12950
1/11/2021,11200,11700,27100,27100,27250,27250,37200,41250,26500,26400,128750,133350,19500,19500,34650,34650,17850,18200,13450,12950
2/11/2021,11200,11700,26150,26150,27500,27500,38800,43900,26450,26600,128750,133350,20250,20250,34650,34650,17850,18200,13450,12950
3/11/2021,11200,11700,25900,25900,27600,27600,40100,46400,26450,26750,128750,133350,20500,20500,34600,34600,18050,18400,13450,12950
4/11/2021,11200,11700,25250,25250,27250,27250,39700,46150,26200,26400,128750,133350,21250,21250,34350,34350,18100,18400,13450,12950
5/11/2021,11200,11700,25500,25500,27100,27100,40450,47500,26150,26100,128750,133350,21600,21600,34750,34750,18100,18400,13450,12950
8/11/2021,11200,11700,25400,25400,27600,27600,46150,51600,26750,27150,128750,133350,22350,22350,34850,34850,18350,18750,13450,12950
9/11/2021,11200,11700,25400,25400,27400,27400,45300,50850,26450,26850,128750,133350,23600,23600,34900,34900,18350,18750,13450,12950
10/11/2021,11200,11700,26000,26000,26900,26900,45300,50650,26550,27150,128750,133350,24000,24000,34750,34750,18350,18750,13450,12950
11/11/2021,11200,11700,25500,25500,27250,27250,45150,50000,26400,26900,128750,133350,24100,24100,34850,34850,18350,18750,13450,12950
12/11/2021,11200,11700,26250,26250,27400,27400,44400,47850,26250,26650,128750,133350,25250,25250,35250,35250,18350,18750,13450,12950
15/11/2021,11200,11700,24850,24850,27500,27500,43600,47400,26400,27250,128750,133350,24900,24900,34900,34900,18550,19100,13450,12950
16/11/2021,11200,11700,24900,24900,27000,27000,43100,47000,27600,27650,128750,133350,24900,24900,34850,34850,18550,19100,13450,12950
17/11/2021,11200,11700,24750,24750,27350,27350,43950,48100,27500,27650,128750,133350,24600,24600,34600,34600,18550,19100,13450,12950
18/11/2021,11200,11700,24250,24250,27100,27100,44500,49000,27350,28000,128750,133350,24250,24250,35100,35100,18550,19100,13450,12950
19/11/2021,11200,11700,24650,24650,27400,27400,44500,49350,27150,28150,128750,133350,24400,24400,35100,35100,18550,19100,13450,12950
22/11/2021,11200,11700,23250,23250,26350,26350,44000,47900,30200,29400,128750,133350,23500,23500,35500,35500,19000,19400,13450,12950
23/11/2021,11200,11700,22250,22250,26400,26400,44050,47500,30950,29900,128750,133350,23500,23500,35500,35500,19000,19400,13450,12950
24/11/2021,11200,11700,22000,22000,26150,26150,43900,47250,32100,30350,128750,133350,23250,23250,35100,35100,19050,19400,13450,12950
25/11/2021,11200,11700,21850,21850,25900,25900,44450,47600,32600,30850,128750,133350,23000,23000,34850,34850,19050,19400,13450,12950
26/11/2021,11200,11700,21400,21400,26250,26250,43900,46100,33800,32650,128750,133350,23000,23000,35000,35000,19050,19400,13450,12950
29/11/2021,11200,11700,22350,22350,25850,25850,44050,46150,38250,37750,128750,133350,22100,22100,35650,35650,19200,19600,13450,12950
30/11/2021,11200,11700,22400,22400,25500,25500,44100,47000,40500,41850,128750,133350,21800,21800,35500,35500,19350,19900,13450,12950
1/12/2021,11200,11700,23250,23250,26100,26100,45200,46750,41400,42600,128750,133350,21500,21500,35650,35650,19350,19900,13450,12950
2/12/2021,11200,11700,23350,23350,26400,26400,45400,46900,44750,47000,128750,133350,21500,21500,35850,35850,19350,19900,13450,12950
3/12/2021,11200,11700,23900,23900,26500,26500,47900,50150,46150,48150,128750,133350,21500,21500,35650,35650,19350,19900,13450,12950
6/12/2021,11200,11700,23150,23150,25900,25900,46900,46900,57750,62500,128750,133350,21500,21500,36150,36150,19350,19900,13450,12950
7/12/2021,11200,11700,23250,23250,25500,25500,47700,47750,58450,62650,128750,133350,21150,21150,36150,36150,19350,19900,13450,12950
8/12/2021,11200,11700,23750,23750,25750,25750,47600,47600,58050,62100,128750,133350,21150,21150,36600,36600,19350,19900,13450,12950
9/12/2021,11200,11700,23600,23600,25500,25500,46300,45400,59250,64900,128750,133350,21100,21100,36600,36600,19350,19900,13450,12950
10/12/2021,11200,11700,25250,25250,26000,26000,45350,45100,59350,64400,128750,133350,21100,21100,36650,36650,19350,19900,13450,12950
13/12/2021,11200,11700,26750,26750,25750,25750,45700,45750,68900,79600,128750,133350,23400,23400,37100,37100,19350,19900,13450,12950
14/12/2021,11200,11700,27350,27350,25900,25900,46000,46350,69900,80150,128750,133350,24100,24100,37150,37150,19350,19900,13450,12950
15/12/2021,11200,11700,26750,26750,25750,25750,46300,46750,70750,82650,128750,133350,24750,24750,36650,36650,19350,19900,13450,12950
16/12/2021,11200,11700,27350,27350,25600,25600,46900,48600,70150,82650,128750,133350,25100,25100,36600,36600,19350,19900,13450,12950
17/12/2021,11200,11700,27900,27900,26000,26000,47150,48600,69850,82250,128750,133350,25600,25600,36500,36500,19350,19900,13450,12950
20/12/2021,11200,11700,26900,26900,26100,26100,41300,43250,73750,96250,128750,133350,26100,26100,36750,36750,19350,19900,13450,12950
21/12/2021,11200,11700,27350,27350,26250,26250,41650,44100,72750,94500,128750,133350,26750,26750,36750,36750,19350,19900,13450,12950
22/12/2021,11200,11700,27100,27100,26250,26250,40500,42850,72950,94600,128750,133350,26900,26900,36900,36900,19350,19900,13450,12950
23/12/2021,11200,11700,27000,27000,26000,26000,40450,42100,72900,96150,128750,133350,28350,28350,37600,37600,19350,19900,13450,12950
24/12/2021,11200,11700,27150,27150,26500,26500,39750,40500,73900,97600,128750,133350,30000,30000,37750,37750,19350,19900,13450,12950
27/12/2021,11350,11850,27650,27650,26500,26500,40800,43900,81000,107650,128750,133350,30750,30750,37350,37350,19600,20200,13450,12950
28/12/2021,11550,12000,27400,27400,26650,26650,40450,43150,81200,107750,128750,133350,31850,31850,38650,38650,19600,20200,13450,12950
29/12/2021,11550,12000,27600,27600,26650,26650,40750,43150,81200,106100,128750,133350,31900,31900,39600,39600,19600,20200,13450,12950
30/12/2021,11550,12000,27400,27400,26750,26750,40250,42650,81650,105250,128750,133350,31900,31900,39600,39600,19600,20200,13450,12950
31/12/2021,11550,12000,27400,27400,27000,27000,41100,43500,80400,103250,128750,133350,31400,31400,39750,39750,19600,20200,13450,12950
3/1/2022,11550,12000,27250,27250,26500,26500,39100,41250,79150,98250,128750,133350,28250,28250,38400,38400,19600,20200,13450,12950
4/1/2022,11550,12000,27250,27250,26850,26850,38400,41400,77400,94750,128750,133350,27900,27900,38400,38400,19600,20200,13450,12950
5/1/2022,11550,12000,27650,27650,27100,27100,36900,38350,75500,90400,128750,133350,27650,27650,38750,38750,19600,20200,13450,12950
6/1/2022,11550,12000,27250,27250,26850,26850,35950,37350,69350,81650,128750,133350,26600,26600,39600,39600,19600,20200,13450,12950
7/1/2022,11550,12000,27250,27250,26500,26500,34400,35250,65650,73350,128750,133350,26350,26350,39100,39100,19600,20200,13450,12950
10/1/2022,11550,12000,26350,26350,26650,26650,28950,27650,60950,59150,128750,133350,25650,25650,40250,40250,19700,20200,13450,12950
11/1/2022,11550,12000,26400,26400,26400,26400,28600,27650,60350,58500,128750,133350,25350,25350,39900,39900,19700,20200,13450,12950
12/1/2022,11550,12000,25850,25850,26650,26650,29250,28000,59700,57250,128750,133350,25100,25100,39600,39600,19700,20200,13450,12950
13/01/2022,11550,12000,26500,26500,26750,26750,29050,27250,58050,56400,128750,133350,24350,24350,40250,40250,19900,20450,13450,12950
14/01/2022,11550,12000,26100,26100,27350,27350,29350,28150,56500,54750,128750,133350,24100,24100,39400,39400,19900,20450,13450,12950
17/01/2022,11550,12000,26350,26350,27500,27500,34300,34100,55300,51500,128750,133350,23100,23100,41100,41100,19900,20450,13450,12950
18/01/2022,11550,12000,26850,26850,28150,28150,35000,34750,55050,51650,128750,133350,22500,22500,40750,40750,19800,20450,13450,12950
19/01/2022,11550,12000,27000,27000,27850,27850,34300,33600,53450,51600,128750,133350,22500,22500,40250,40250,19800,20450,13450,12950
20/01/2022,11550,12000,26500,26500,26850,26850,33250,32600,49000,45900,128750,133350,22100,22100,41150,41150,19800,20450,13450,12950
21/01/2022,11550,12000,26600,26600,26600,26600,33850,33500,48450,45350,128750,133350,21600,21600,40100,40100,19800,20450,13450,12950
24/01/2022,11500,11950,27500,27500,27100,27100,34750,33650,44950,42650,128750,133350,21350,21350,39850,39850,19800,20450,13900,13350
25/01/2022,11500,11950,27900,27900,27250,27250,34500,34150,42950,40850,128750,133350,21100,21100,39500,39500,19800,20450,13900,13350
26/01/2022,11500,11950,28150,28150,27600,27600,35200,34650,42950,40650,128750,133350,21000,21000,39250,39250,19800,20450,13900,13350
27/01/2022,11500,11950,28250,28250,27600,27600,34600,34150,38700,35150,128750,133350,20400,20400,39000,39000,19800,20450,13900,13350
28/01/2022,11500,11950,28600,28600,28350,28350,33700,32850,38000,34900,128750,133350,20400,20400,38400,38400,19800,20450,13950,13450
31/01/2022,11500,11950,30600,30600,29350,29350,32100,30650,37450,33900,128750,133350,20000,20000,37250,37250,19800,20450,13950,13500
1/2/2022,,,,,,,,,,,,,,,,,,,,
2/2/2022,11500,11950,31900,31900,29100,29100,31800,31650,38050,34650,128750,133350,19900,19900,36850,36850,19800,20450,14000,13500
3/2/2022,11500,11950,32250,32250,29100,29100,32150,32350,37550,34500,128750,133350,20100,20100,36500,36500,19800,20450,14000,13500
4/2/2022,11500,11950,33350,33350,29100,29100,32350,32250,39600,38900,128750,133350,20350,20350,35850,35850,19800,20450,14000,13500
7/2/2022,11500,11950,34750,34750,28150,28150,34200,34500,41700,44850,128750,133350,20150,20150,36350,36350,19800,20450,14000,13500
8/2/2022,11500,11950,34750,34750,28500,28500,34450,35150,41100,44250,128750,133350,19850,19850,36150,36150,19800,20450,14000,13500
9/2/2022,11500,11950,35250,35250,28750,28750,35450,36400,41100,44900,128750,133350,19850,19850,36100,36100,19350,19950,14000,13500
10/2/2022,11500,11950,43650,43650,28850,28850,36100,36850,40450,43400,128750,133350,19850,19850,36600,36600,19100,19650,14000,13500
11/2/2022,11500,11950,43500,43500,28850,28850,36550,38100,40050,42750,128750,133350,19850,19850,36350,36350,18800,19150,14000,13500
14/02/2022,11500,11950,41350,41350,28650,28650,36850,38150,42350,46250,128750,133350,19850,19850,35900,35900,18100,18350,14000,13500
15/02/2022,11500,11950,38600,38600,28650,28650,37050,38400,42300,46350,128750,133350,19850,19850,35900,35900,18100,18350,14000,13500
16/02/2022,11500,11950,37650,37650,28650,28650,37200,38500,43250,47750,128750,133350,19850,19850,35750,35750,18100,18350,14000,13500
17/02/2022,11500,11950,37850,37850,28650,28650,37700,38900,43300,47650,128750,133350,20250,20250,36100,36100,18100,18350,14000,13500
18/02/2022,11500,11950,38150,38150,28650,28650,38750,39900,43800,48150,128750,133350,20250,20250,35650,35650,18100,18350,14000,13500
21/02/2022,11500,11950,37650,37650,27750,27750,37000,37850,42700,46850,128750,133350,21500,21500,36100,36100,16950,17500,14000,13500
22/02/2022,11400,11900,38600,38600,28100,28100,37750,39250,47250,55000,128750,133350,21850,21850,36250,36250,17000,17500,14000,13500
23/02/2022,11400,11900,38400,38400,27850,27850,44000,48650,51650,60850,128750,133350,22000,22000,35900,35900,17000,17500,14000,13500
24/02/2022,11400,11900,39000,39000,28150,28150,45800,48350,50250,59000,128750,133350,22000,22000,35400,35400,17000,17500,14000,13500
25/02/2022,11400,11900,38900,38900,28100,28100,44950,46850,49600,58350,128750,133350,22000,22000,36000,36000,17000,17500,14000,13500
28/02/2022,,,,,,,,,,,,,,,,,,,,
1/3/2022,11400,11900,38400,38400,28900,28900,44750,45750,54800,68350,136650,137500,22250,22250,37100,37100,17000,17500,14000,13500
2/3/2022,11400,11900,39000,39000,28400,28400,45250,46150,54750,68600,138350,140850,22250,22250,37150,37150,17000,17500,14000,13500
3/3/2022,,,,,,,,,,,,,,,,,,,,
4/3/2022,11400,11900,39600,39600,28350,28350,45000,45900,56100,67650,138350,140850,22500,22500,37150,37150,17000,17500,14000,13500
7/3/2022,11400,11900,39000,39000,28250,28250,55200,49750,59700,72750,138350,140850,24400,24400,37500,37500,17000,17500,14000,13500
8/3/2022,11400,11900,38400,38400,28100,28100,53950,49000,59450,72650,138350,140850,24600,24600,37400,37400,16750,17150,14000,13500
9/3/2022,11400,11900,38250,38250,28400,28400,55700,52150,58450,72000,138350,140850,24850,24850,37350,37350,16750,17150,14000,13500
10/3/2022,11400,11900,37250,37250,28650,28650,53800,53250,57700,70150,138350,140850,24850,24850,37150,37150,16750,17150,14000,13500
11/3/2022,11400,11900,36350,36350,29250,29250,51700,51100,56650,69650,138350,140850,24850,24850,37000,37000,16750,17150,14000,13500
14/03/2022,11400,11900,37100,37100,29150,29150,50250,49000,54800,67100,131650,135850,23850,23850,37750,37750,16750,17150,14000,13500
