Tanggal,Beras,Beras Kualitas Medium I,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Keriting,Cabai Rawit,Cabai Rawit Merah,Daging Sapi,Daging Sapi Kualitas 1,Telur Ayam,Telur Ayam Ras Segar,Daging Ayam,Daging Ayam Ras Segar,Minyak Goreng,Minyak Goreng Kemasan Bermerk 1,Gula Pasir,Gula Pasir Lokal
22/11/2022,11850,12450,33100,33100,23400,23400,32700,34250,32800,41850,138350,142500,29000,29000,36350,36350,17850,19400,15200,14700
23/11/2022,11850,12450,32900,32900,23600,23600,33200,34900,32650,40600,138350,142500,29150,29150,36000,36000,18000,19400,15200,14700
24/11/2022,11850,12450,33100,33100,23900,23900,32500,34150,32650,41100,138350,142500,29250,29250,35900,35900,18000,19400,15200,14700
25/11/2022,11850,12450,32750,32750,24100,24100,33000,34650,33000,41400,138350,142500,29400,29400,36100,36100,18000,19400,15200,14700
28/11/2022,11850,12450,34150,34150,23900,23900,33750,35600,36400,40750,138350,142500,30600,30600,35900,35900,18000,19400,15200,14700
29/11/2022,11850,12450,34400,34400,24150,24150,34450,35600,37950,44250,138350,142500,30900,30900,35900,35900,18000,19400,15200,14700
30/11/2022,11850,12450,34400,34400,24000,24000,36600,37650,38950,44750,138350,142500,31250,31250,36100,36100,18000,19400,15200,14700
1/12/2022,11850,12450,34000,34000,24150,24150,36250,37250,40500,46350,138350,142500,31250,31250,35900,35900,18000,19400,15200,14700
2/12/2022,12200,12700,33900,33900,23850,23850,35550,36600,40950,46600,138350,142500,30900,30900,35850,35850,18000,19400,15200,14700
5/12/2022,12400,12850,33400,33400,24150,24150,36350,37350,45600,48400,138350,142500,30900,30900,35350,35350,18000,19400,15200,14700
6/12/2022,12400,12850,33000,33000,24350,24350,37650,37850,47950,51650,138350,142500,30900,30900,35350,35350,18000,19400,15200,14700
7/12/2022,12400,12850,33350,33350,24500,24500,37150,37850,47750,51000,138350,142500,31150,31150,36400,36400,18000,19400,15200,14700
8/12/2022,12400,12850,33900,33900,24750,24750,38100,39150,49450,52250,138350,142500,31500,31500,36400,36400,18000,19400,15200,14700
9/12/2022,12400,12850,34000,34000,24900,24900,37900,38500,51200,54100,138350,142500,31500,31500,36400,36400,18000,19400,15200,14700
12/12/2022,12400,12850,34250,34250,24650,24650,37600,38900,52800,53850,138350,142500,31500,31500,36750,36750,18000,19400,15200,14700
13/12/2022,12400,12850,34250,34250,26500,26500,37700,39400,53050,54000,138350,142500,31750,31750,37250,37250,18000,19400,15200,14700
14/12/2022,12400,12850,34600,34600,26500,26500,37950,39350,53200,54500,138350,142500,31750,31750,37900,37900,18000,19400,15200,14700
15/12/2022,12400,12850,34350,34350,26400,26400,38150,39150,52900,53500,138350,142500,31750,31750,38250,38250,18000,19400,15200,14700
16/12/2022,12400,12850,34650,34650,26400,26400,37500,38350,51500,51350,138350,142500,31750,31750,37900,37900,18000,19400,15200,14700
19/12/2022,12400,12850,34400,34400,26400,26400,35700,37100,50700,48650,138350,142500,30400,30400,38850,38850,18000,19400,15200,14700
20/12/2022,12400,12850,34900,34900,26100,26100,35600,37000,49450,47100,138350,142500,30100,30100,38350,38350,18000,19400,15200,14700
21/12/2022,12400,12850,35150,35150,25850,25850,35300,37150,50100,47500,138350,142500,29400,29400,38350,38350,18000,19400,15200,14700
22/12/2022,12400,12850,35400,35400,25900,25900,36100,38350,50050,46850,138350,142500,29400,29400,38900,38900,18000,19400,15200,14700
23/12/2022,12400,12850,34750,34750,26150,26150,36500,38500,50000,46250,138350,142500,29400,29400,38150,38150,18000,19400,15200,14700
26/12/2022,12400,12850,34100,34100,25000,25000,35850,37850,52950,54650,138350,142500,29750,29750,39250,39250,18000,19400,15200,14700
27/12/2022,12400,12850,34350,34350,24850,24850,36200,38250,53200,54850,138350,142500,29600,29600,39600,39600,18000,19400,15200,14700
28/12/2022,12400,12850,34850,34850,25100,25100,36200,38350,53950,56650,138350,142500,29150,29150,39250,39250,18000,19400,15200,14700
29/12/2022,12400,12850,35500,35500,25250,25250,36200,38500,54800,58100,138350,142500,28850,28850,39000,39000,18000,19400,15200,14700
30/12/2022,12400,12850,35900,35900,25500,25500,36450,38150,56300,59500,138350,142500,28850,28850,39000,39000,18000,19400,15200,14700
2/1/2023,12400,12850,36500,36500,25600,25600,41950,47150,76250,82850,138350,142500,28850,28850,37900,37900,18000,19400,15200,14700
3/1/2023,12400,12850,36750,36750,25850,25850,44000,48500,74200,82650,138350,142500,28500,28500,38250,38250,18000,19400,15200,14700
4/1/2023,12400,12850,37150,37150,26000,26000,39650,43900,70150,78850,138350,142500,28150,28150,38100,38100,18000,19400,15200,14700
5/1/2023,12400,12850,38150,38150,26150,26150,41100,46150,67800,75400,138350,142500,28150,28150,38100,38100,18000,19400,15200,14700
6/1/2023,12400,12850,38500,38500,26400,26400,41450,44350,67400,76100,138350,142500,27900,27900,37750,37750,18000,19400,15200,14700
9/1/2023,12400,12850,38650,38650,26250,26250,45900,49650,67250,73750,138350,142500,27900,27900,36750,36750,18000,19400,15200,14700
10/1/2023,12400,12850,38750,38750,26150,26150,46000,49900,65950,72100,138350,142500,27750,27750,36750,36750,18000,19400,15200,14700
11/1/2023,12750,13200,38750,38750,26150,26150,45700,48900,65100,70850,138350,142500,27750,27750,36100,36100,18000,19400,15200,14700
12/1/2023,12750,13200,38150,38150,26500,26500,45400,47650,64200,69400,138350,142500,28400,28400,35850,35850,18000,19400,15200,14700
13/01/2023,12750,13200,38100,38100,26850,26850,46200,48350,63850,68400,138350,142500,28400,28400,35500,35500,18000,19400,15200,14700
16/01/2023,12750,13200,40900,40900,28250,28250,42350,43100,55400,54900,138350,142500,27850,27850,35900,35900,18000,19400,15250,14750
17/01/2023,12750,13200,41750,41750,28600,28600,42450,43600,56000,56250,138350,142500,27850,27850,36250,36250,18000,19400,15250,14750
18/01/2023,12750,13200,42400,42400,28750,28750,42500,42600,57050,59900,138350,142500,27500,27500,35900,35900,18000,19400,15300,14800
19/01/2023,12750,13200,42400,42400,29150,29150,40100,40500,56600,58100,138350,142500,27850,27850,36150,36150,18000,19400,15300,14800
20/01/2023,12750,13200,43250,43250,29350,29350,41700,40350,57400,59500,138350,142500,28150,28150,35850,35850,18000,19400,15300,14800
23/01/2023,12750,13200,43250,43250,29350,29350,41700,40350,57400,59500,138350,142500,28150,28150,35850,35850,18000,19400,15300,14800
24/01/2023,12750,13200,44600,44600,29350,29350,42650,43350,55200,64750,138350,142500,27850,27850,36250,36250,18000,19400,15300,14800
25/01/2023,12750,13200,44500,44500,29350,29350,42300,44250,53550,62000,138350,142500,27850,27850,36600,36600,18000,19400,15300,14800
26/01/2023,12750,13200,45000,45000,28900,28900,44200,45900,54700,62000,138350,142500,27850,27850,35650,35650,18000,19400,15300,14800
27/01/2023,12750,13200,45250,45250,29150,29150,45250,47350,56350,64500,138350,142500,27850,27850,35250,35250,18000,19400,15300,14800
30/01/2023,12750,13200,48250,48250,29350,29350,43250,47000,51900,60000,138350,142500,27500,27500,35650,35650,18000,19400,15300,14800
31/01/2023,12750,13200,48850,48850,29350,29350,44100,48250,52400,61000,138350,142500,27150,27150,36000,36000,18000,19400,15300,14800
1/2/2023,12750,13200,49250,49250,29350,29350,41900,45900,51700,60000,138350,142500,27150,27150,36000,36000,18000,19400,15300,14800
2/2/2023,12750,13200,50100,50100,29650,29650,45550,48150,53650,61000,138350,142500,27150,27150,35650,35650,18000,19400,15300,14800
3/2/2023,12750,13200,49650,49650,29850,29850,43150,46400,52650,61000,138350,142500,27150,27150,35650,35650,18000,19400,15300,14800
6/2/2023,12750,13200,50000,50000,29400,29400,45250,47000,56150,64500,138350,142500,27150,27150,36100,36100,18100,19400,15400,14900
7/2/2023,12750,13200,48650,48650,29400,29400,46350,47250,57700,66850,138350,142500,27150,27150,37000,37000,18100,19400,15400,14900
8/2/2023,12750,13200,48350,48350,29750,29750,47200,47850,58700,68250,138350,142500,27150,27150,37250,37250,18100,19400,15400,14900
9/2/2023,12750,13200,47150,47150,29250,29250,46800,46750,57800,64900,138350,142500,27500,27500,37600,37600,18100,19400,15400,14900
10/2/2023,13100,13550,45600,45600,29150,29150,46850,47350,57350,63600,138350,142500,27500,27500,37000,37000,18100,19400,15400,14900
13/02/2023,13100,13550,42600,42600,29350,29350,43650,44600,60700,68850,138350,142500,27500,27500,36650,36650,18100,19400,15400,14900
14/02/2023,13100,13550,42150,42150,29000,29000,44100,44900,61400,69500,138350,142500,27500,27500,36650,36650,18100,19400,15400,14900
15/02/2023,13100,13550,42000,42000,29150,29150,47800,50600,62000,69150,138350,142500,27500,27500,36100,36100,18100,19400,15400,14900
16/02/2023,13100,13550,42600,42600,29350,29350,51750,54150,63650,70850,138350,142500,27850,27850,36600,36600,18100,19400,15400,14900
17/02/2023,13100,13550,41850,41850,29500,29500,52900,55000,66200,75600,138350,142500,27500,27500,36900,36900,18100,19400,15400,14900
20/02/2023,13100,13550,40150,40150,29500,29500,49150,49900,66450,73500,138350,142500,27150,27150,36100,36100,18100,19400,15400,14900
21/02/2023,13100,13550,40250,40250,29850,29850,49900,50500,66650,74150,138350,142500,27150,27150,35750,35750,18100,19400,15400,14900
22/02/2023,13100,13550,38000,38000,30250,30250,49100,50600,67050,74750,138350,142500,26900,26900,36400,36400,18100,19400,15400,14900
23/02/2023,13100,13550,37850,37850,30400,30400,48900,49600,65900,74400,138350,142500,26900,26900,36000,36000,18100,19400,15400,14900
24/02/2023,13100,13550,37100,37100,30600,30600,49400,50350,65400,74250,138350,142500,26850,26850,35850,35850,18100,19400,15400,14900
27/02/2023,13100,13550,37500,37500,31400,31400,49050,49750,62650,69850,138350,142500,26850,26850,35600,35600,18100,19400,15400,14900
28/02/2023,13100,13550,37150,37150,30850,30850,47750,49000,61250,67250,138350,142500,26600,26600,36500,36500,18100,19400,15400,14900
1/3/2023,13100,13550,36250,36250,31000,31000,47050,48000,59900,66850,138350,142500,26500,26500,35900,35900,18100,19400,15400,14900
2/3/2023,13100,13550,36900,36900,30850,30850,44350,43100,58850,66000,138350,142500,26500,26500,35900,35900,18100,19400,15400,14900
3/3/2023,13100,13550,36900,36900,31100,31100,43500,43250,60400,69600,138350,142500,26350,26350,35600,35600,18100,19400,15400,14900
6/3/2023,13100,13550,37350,37350,31250,31250,41600,41000,65500,78150,138350,142500,26350,26350,36000,36000,18050,19400,15400,14900
7/3/2023,13100,13550,37150,37150,33750,33750,41950,41900,66350,80350,138350,142500,27150,27150,36350,36350,18050,19400,15400,14900
8/3/2023,13100,13550,37400,37400,34000,34000,40300,39850,66100,81850,138350,142500,27150,27150,36350,36350,18050,19400,15400,14900
9/3/2023,13100,13550,37500,37500,34150,34150,40800,40350,67400,83900,138350,142500,28000,28000,36500,36500,18050,19400,15400,14900
10/3/2023,13100,13550,37500,37500,34350,34350,39900,39850,68450,85150,138350,142500,28150,28150,36500,36500,18050,19400,15400,14900
13/03/2023,13100,13550,36900,36900,34400,34400,41400,40900,63200,81650,138350,142500,28500,28500,36650,36650,18050,19400,15400,14900
14/03/2023,13100,13550,37250,37250,34650,34650,41200,40100,63300,82400,138350,142500,28600,28600,37150,37150,18050,19400,15400,14900
15/03/2023,13100,13550,37400,37400,34750,34750,42500,40250,63650,82650,138350,142500,28600,28600,37100,37100,18050,19400,15400,14900
16/03/2023,13100,13550,37600,37600,34900,34900,43300,40650,63950,83900,138350,142500,29500,29500,37100,37100,18050,19400,15400,14900
17/03/2023,13100,13550,37850,37850,34250,34250,43200,40150,63100,83750,138350,142500,29600,29600,36750,36750,18000,19400,15400,14900
20/03/2023,13100,13550,38350,38350,34500,34500,44000,40750,66450,89150,138350,142500,29900,29900,37600,37600,18000,19400,15400,14900
21/03/2023,13100,13550,38500,38500,34750,34750,44600,41900,66800,89400,141650,145850,30000,30000,37650,37650,18000,19400,15400,14900
22/03/2023,13100,13550,38500,38500,34750,34750,44600,41900,66800,89400,141650,145850,30000,30000,37650,37650,18000,19400,15400,14900
23/03/2023,13100,13550,38500,38500,34750,34750,44600,41900,66800,89400,141650,145850,30000,30000,37650,37650,18000,19400,15400,14900
24/03/2023,13100,13550,37750,37750,35850,35850,49200,47650,68550,87850,140000,144150,30350,30350,38000,38000,18000,19400,15400,14900
27/03/2023,13100,13550,37150,37150,36150,36150,44200,42600,61700,81250,140000,144150,30000,30000,36650,36650,18000,19400,15400,14900
28/03/2023,13100,13550,36900,36900,34850,34850,41450,41400,59450,77100,140000,144150,30000,30000,36650,36650,18000,19400,15400,14900
29/03/2023,13100,13550,36900,36900,33850,33850,40300,39750,55200,69850,140000,144150,30000,30000,36000,36000,18000,19400,15400,14900
30/03/2023,13100,13550,35500,35500,33650,33650,39750,38850,53100,66750,140000,144150,29850,29850,36000,36000,18000,19400,15400,14900
31/03/2023,13100,13550,35350,35350,33000,33000,39100,37850,51650,65100,140000,144150,29400,29400,36250,36250,18000,19400,15400,14900
3/4/2023,13100,13550,35600,35600,32500,32500,40000,39150,48250,57400,140000,144150,28500,28500,35850,35850,18000,19400,15400,14900
4/4/2023,13100,13550,36350,36350,33400,33400,37250,36350,45750,53900,140000,144150,28500,28500,36150,36150,18000,19400,15400,14900
5/4/2023,13100,13550,36100,36100,33900,33900,37600,36600,46200,54150,140000,144150,28500,28500,36750,36750,18000,19400,15400,14900
6/4/2023,13100,13550,36500,36500,33900,33900,39100,37750,46900,55650,140000,144150,28850,28850,37400,37400,18000,19400,15400,14900
7/4/2023,13100,13550,36500,36500,33900,33900,39100,37750,46900,55650,140000,144150,28850,28850,37400,37400,18000,19400,15400,14900
10/4/2023,13100,13550,35850,35850,33850,33850,36900,35600,39300,43000,140000,144150,28000,28000,35650,35650,18000,19400,15400,14900
11/4/2023,13100,13550,35500,35500,34000,34000,35800,33250,39150,42100,138350,142500,27400,27400,35750,35750,18000,19400,15400,14900
12/4/2023,13100,13550,35650,35650,33000,33000,34950,33400,38050,39250,138350,142500,27400,27400,36350,36350,18000,19400,15400,14900
13/04/2023,13100,13550,37400,37400,33150,33150,36150,34150,38550,38650,138350,142500,27400,27400,37100,37100,18000,19400,15400,14900
14/04/2023,13100,13550,37850,37850,33350,33350,36850,34600,39400,38650,138350,142500,27400,27400,37100,37100,18000,19400,15400,14900
17/04/2023,13100,13550,40400,40400,34250,34250,45000,42350,37850,38150,140000,144150,28100,28100,37750,37750,18000,19400,15400,14900
18/04/2023,13100,13550,43400,43400,34650,34650,51550,49250,42450,44150,146650,150850,28350,28350,38900,38900,18000,19400,15400,14900
19/04/2023,13100,13550,43400,43400,34650,34650,51550,49250,42450,44150,146650,150850,28350,28350,38900,38900,18000,19400,15400,14900
20/04/2023,13100,13550,43400,43400,34650,34650,51550,49250,42450,44150,146650,150850,28350,28350,38900,38900,18000,19400,15400,14900
21/04/2023,13100,13550,43400,43400,34650,34650,51550,49250,42450,44150,146650,150850,28350,28350,38900,38900,18000,19400,15400,14900
24/04/2023,13100,13550,43400,43400,34650,34650,51550,49250,42450,44150,146650,150850,28350,28350,38900,38900,18000,19400,15400,14900
25/04/2023,13100,13550,43400,43400,34650,34650,51550,49250,42450,44150,146650,150850,28350,28350,38900,38900,18000,19400,15400,14900
26/04/2023,13100,13550,44850,44850,36400,36400,42200,35100,38450,38900,141250,145000,28000,28000,41250,41250,18000,19400,15400,14900
27/04/2023,13100,13550,46500,46500,37100,37100,39600,30600,32750,30250,141250,145000,28000,28000,41750,41750,18000,19400,15400,14900
28/04/2023,13100,13550,46850,46850,38900,38900,35850,28900,30650,30150,141250,145000,28000,28000,42600,42600,18000,19400,15400,14900
1/5/2023,,,,,,,,,,,,,,,,,,,,
2/5/2023,13100,13550,45350,45350,36100,36100,34750,31150,30700,31150,138350,142500,27500,27500,38650,38650,18000,19400,15400,14900
3/5/2023,13100,13550,48250,48250,35000,35000,33900,29000,29400,30350,138350,142500,27850,27850,38500,38500,18000,19400,15400,14900
4/5/2023,13100,13550,48500,48500,35850,35850,33700,29150,29200,29500,138350,142500,27850,27850,38150,38150,18050,19400,15400,14900
5/5/2023,13100,13550,48900,48900,37500,37500,34250,30650,29700,30500,138350,142500,28000,28000,38150,38150,18000,19400,15400,14900
8/5/2023,13100,13550,46000,46000,36750,36750,34400,31250,33900,35600,137500,141650,29650,29650,37150,37150,18000,19400,15400,14900
9/5/2023,13100,13550,45350,45350,37000,37000,36450,33100,34050,36600,137500,141650,29650,29650,36750,36750,18000,19400,15400,14900
10/5/2023,13100,13550,46400,46400,37650,37650,38250,36850,35650,38900,137500,141650,30100,30100,37500,37500,18000,19400,15400,14900
11/5/2023,13100,13550,48250,48250,38250,38250,38200,36600,35800,39000,137500,141650,30100,30100,38000,38000,18000,19400,15400,14900
12/5/2023,13100,13550,48100,48100,38400,38400,37150,34150,35200,37900,137500,141650,30650,30650,37650,37650,18000,19400,15400,14900
15/05/2023,13100,13550,47100,47100,37400,37400,37400,32750,34900,39250,137500,141650,32500,32500,38400,38400,18000,19400,15400,14900
16/05/2023,13100,13550,47400,47400,37900,37900,38200,34750,37250,40250,137500,141650,32600,32600,38250,38250,18000,19400,15400,14900
17/05/2023,13100,13550,45350,45350,39400,39400,37350,32750,37650,38650,137500,141650,32500,32500,38600,38600,18000,19400,15400,14900
18/05/2023,13100,13550,45350,45350,39400,39400,37350,32750,37650,38650,137500,141650,32500,32500,38600,38600,18000,19400,15400,14900
19/05/2023,13100,13550,45250,45250,39350,39350,36800,31350,41050,41850,137500,141650,32500,32500,38350,38350,18000,19400,15400,14900
22/05/2023,13100,13550,46350,46350,39350,39350,36450,31350,43650,46150,137500,141650,32500,32500,40100,40100,18000,19400,15400,14900
23/05/2023,13100,13550,45850,45850,39500,39500,36550,31400,43800,46600,137500,141650,32500,32500,40600,40600,18000,19400,15400,14900
24/05/2023,13100,13550,45350,45350,39150,39150,35350,30750,43700,45250,137500,141650,32500,32500,40400,40400,18000,19400,15400,14900
25/05/2023,13100,13550,46000,46000,38600,38600,34600,30600,43700,44650,137500,141650,32500,32500,40250,40250,18000,19400,15400,14900
26/05/2023,13100,13550,45600,45600,38900,38900,35900,31400,45550,47750,137500,141650,32500,32500,40100,40100,18000,19400,15400,14900
29/05/2023,13100,13550,45100,45100,38900,38900,33950,30850,45850,45900,137500,141650,32150,32150,40350,40350,18000,19400,15400,14900
30/05/2023,13100,13550,45250,45250,39000,39000,33900,31250,46500,46900,137500,141650,32150,32150,40100,40100,18000,19400,15400,14900
31/05/2023,13100,13550,45500,45500,39000,39000,33950,30850,46600,47150,137500,141650,31500,31500,40400,40400,18000,19400,15400,14900
1/6/2023,13100,13550,45500,45500,39000,39000,33950,30850,46600,47150,137500,141650,31500,31500,40400,40400,18000,19400,15400,14900
2/6/2023,13100,13550,45500,45500,39000,39000,33950,30850,46600,47150,137500,141650,31500,31500,40400,40400,18000,19400,15400,14900
5/6/2023,13100,13550,44750,44750,38650,38650,34350,31000,44400,46600,137500,141650,31500,31500,41600,41600,18000,19400,15400,14900
6/6/2023,13100,13550,45150,45150,38900,38900,34650,31600,44800,47000,137500,141650,31350,31350,41650,41650,18000,19400,15400,14900
7/6/2023,13100,13550,45350,45350,38900,38900,34250,31100,44500,46650,137500,141650,31650,31650,41650,41650,18000,19400,15400,14900
8/6/2023,13100,13550,45600,45600,38900,38900,34950,32000,45200,47400,137500,141650,31900,31900,42000,42000,18000,19400,15400,14900
9/6/2023,13100,13550,46000,46000,38600,38600,35000,31250,45000,47150,137500,141650,31900,31900,41400,41400,18000,19400,15400,14900
12/6/2023,13100,13550,43750,43750,38600,38600,33750,29900,40850,43150,137500,141650,31100,31100,41900,41900,18000,19400,15400,14900
13/06/2023,13100,13550,44100,44100,38750,38750,33700,29500,40750,42400,137500,141650,31000,31000,41600,41600,18000,19400,15400,14900
14/06/2023,13100,13550,44500,44500,39150,39150,33900,30150,39900,40600,137500,141650,31000,31000,41600,41600,18000,19400,15400,14900
15/06/2023,13100,13550,43650,43650,39150,39150,34550,31350,39850,39750,137500,141650,30650,30650,41900,41900,18000,19400,15400,14900
16/06/2023,13100,13550,44150,44150,39150,39150,34100,30850,40050,40350,137500,141650,30650,30650,41400,41400,18000,19400,15400,14900
19/06/2023,13100,13550,43150,43150,39250,39250,33550,29600,36750,36900,137500,141650,30350,30350,42000,42000,18000,19400,15400,14900
20/06/2023,13100,13550,43850,43850,39250,39250,33000,28850,37100,37350,137500,141650,30350,30350,42350,42350,18000,19400,15400,14900
21/06/2023,13100,13550,44350,44350,39250,39250,33950,30350,39100,39900,137500,141650,30350,30350,42350,42350,18000,19400,15400,14900
22/06/2023,13100,13550,43500,43500,39850,39850,35800,32100,38900,38750,137500,141650,30350,30350,43150,43150,18000,19400,15400,14900
23/06/2023,13100,13550,43900,43900,39850,39850,36700,33100,39250,40000,137500,141650,30350,30350,43850,43850,18000,19400,15400,14900
26/06/2023,13100,13550,42900,42900,39100,39100,42850,39900,41250,40900,137500,141650,31500,31500,45400,45400,18000,19400,15400,14900
27/06/2023,13100,13550,43500,43500,39650,39650,44950,41000,42400,41750,137500,141650,31500,31500,46100,46100,18000,19400,15400,14900
28/06/2023,13100,13550,43500,43500,39650,39650,44950,41000,42400,41750,137500,141650,31500,31500,46100,46100,18000,19400,15400,14900
29/06/2023,13100,13550,43500,43500,39650,39650,44950,41000,42400,41750,137500,141650,31500,31500,46100,46100,18000,19400,15400,14900
30/06/2023,13100,13550,43500,43500,39650,39650,44950,41000,42400,41750,137500,141650,31500,31500,46100,46100,18000,19400,15400,14900
3/7/2023,13100,13550,42600,42600,42400,42400,44550,40850,40500,36350,137500,141650,31500,31500,45350,45350,18000,19400,15400,14900
4/7/2023,13200,13700,42350,42350,42600,42600,42950,38850,39250,35400,137500,141650,31500,31500,45250,45250,18000,19400,15400,14900
5/7/2023,13300,13700,42850,42850,42750,42750,41750,36250,37700,33100,137500,141650,31500,31500,45250,45250,18000,19400,15400,14900
6/7/2023,13300,13700,40850,40850,44850,44850,39700,33900,37250,32400,137500,141650,31500,31500,44500,44500,18000,19400,15400,14900
7/7/2023,13300,13700,37750,37750,45150,45150,39850,34850,38100,34850,137500,141650,31500,31500,44500,44500,18000,19400,15400,14900
10/7/2023,13300,13700,34100,34100,44500,44500,37250,33900,36950,32000,137500,141650,31750,31750,43850,43850,18000,19400,15400,14900
11/7/2023,13300,13700,33600,33600,45150,45150,36600,32850,37150,32250,137500,141650,32250,32250,43250,43250,18000,19400,15400,14900
12/7/2023,13300,13700,32750,32750,44100,44100,36650,35100,36200,31750,137500,141650,32250,32250,43250,43250,18000,19400,15400,14900
13/07/2023,13300,13700,31100,31100,42650,42650,35450,34000,35950,31500,137500,141650,32350,32350,42750,42750,18000,19400,15400,14900
14/07/2023,13300,13700,30650,30650,42000,42000,36550,35150,35700,31650,137500,141650,32350,32350,42100,42100,18000,19400,15400,14900
17/07/2023,13300,13700,30900,30900,41500,41500,37250,35850,37800,34000,137500,141650,32350,32350,42250,42250,18000,19400,15400,14900
18/07/2023,13300,13700,30500,30500,42150,42150,36400,34350,38350,34650,137500,141650,32000,32000,41750,41750,18000,19400,15400,14900
19/07/2023,13300,13700,31150,31150,42350,42350,37150,35350,38500,35000,137500,141650,31350,31350,41250,41250,18000,19400,15400,14900
20/07/2023,13300,13700,30500,30500,41850,41850,36200,34600,37500,34750,137500,141650,31350,31350,41150,41150,18000,19400,15400,14900
21/07/2023,13300,13700,29600,29600,41250,41250,35800,33850,38700,37250,137500,141650,31350,31350,40750,40750,18000,19400,15400,14900
24/07/2023,13300,13700,30500,30500,41600,41600,34700,34350,39000,36750,137500,141650,32000,32000,40750,40750,18000,19400,15400,14900
25/07/2023,13300,13700,30350,30350,41250,41250,34700,34750,39550,37850,137500,141650,32000,32000,40500,40500,18000,19400,15400,14900
26/07/2023,13300,13700,30350,30350,41250,41250,36300,34650,39950,38250,137500,141650,32000,32000,40850,40850,18050,19500,15400,14900
27/07/2023,13300,13700,30650,30650,41750,41750,36200,33850,38400,38350,137500,141650,31650,31650,40400,40400,18050,19500,15550,15050
28/07/2023,13300,13700,30500,30500,41900,41900,35600,33500,38750,39750,137500,141650,31650,31650,39900,39900,18050,19500,15550,15050
31/07/2023,13300,13700,30650,30650,40900,40900,36300,36100,38100,38600,137500,141650,31650,31650,38500,38500,18050,19500,15550,15050
1/8/2023,13300,13700,30350,30350,41100,41100,37350,38150,38950,39750,137500,141650,31650,31650,38350,38350,18050,19500,15550,15050
2/8/2023,13300,13700,30600,30600,41350,41350,38400,39100,40250,42000,137500,141650,31650,31650,38600,38600,18050,19500,15550,15050
3/8/2023,13300,13700,30500,30500,41500,41500,39200,39100,41400,44000,137500,141650,31650,31650,38600,38600,18050,19500,15550,15050
4/8/2023,13300,13700,30500,30500,41650,41650,37500,36750,42050,46600,137500,141650,31650,31650,38350,38350,18050,19500,15550,15050
7/8/2023,13300,13700,30250,30250,41400,41400,37700,38650,41000,46150,137500,141650,31650,31650,38600,38600,18050,19500,15550,15050
8/8/2023,13300,13700,30500,30500,41400,41400,37800,38650,40950,46400,137500,141650,31350,31350,39100,39100,18050,19500,15550,15050
9/8/2023,13300,13700,30600,30600,41400,41400,36900,37750,41000,45900,137500,141650,31350,31350,39600,39600,18050,19500,15550,15050
10/8/2023,13300,13700,30600,30600,41250,41250,36800,36600,41000,46500,137500,141650,31350,31350,40600,40600,18050,19500,15550,15050
11/8/2023,13550,13900,30600,30600,40900,40900,38200,38500,41700,48000,137500,141650,31350,31350,40750,40750,18050,19500,15550,15050
14/08/2023,13550,13900,30250,30250,41100,41100,37450,38900,41200,49000,137500,141650,30350,30350,41750,41750,18050,19500,15550,15050
15/08/2023,13550,13900,30150,30150,40650,40650,38550,39850,43200,52100,137500,141650,30350,30350,41750,41750,18050,19500,15550,15050
16/08/2023,13550,13900,30150,30150,40600,40600,38800,39650,42150,50900,137500,141650,30350,30350,41750,41750,18050,19500,15550,15050
17/08/2023,13550,13900,30150,30150,40600,40600,38800,39650,42150,50900,137500,141650,30350,30350,41750,41750,18050,19500,15550,15050
18/08/2023,13550,13900,30150,30150,40250,40250,39450,40600,44700,54100,137500,141650,30350,30350,40750,40750,18050,19500,15550,15050
21/08/2023,13550,13900,28750,28750,40350,40350,42350,43000,41650,49750,137500,141650,29350,29350,40850,40850,18050,19500,15550,15050
22/08/2023,13550,13900,27400,27400,40350,40350,43950,45350,42250,49600,137500,141650,28400,28400,40650,40650,18050,19500,15550,15050
23/08/2023,13550,13900,26900,26900,40350,40350,45300,45600,40850,47350,137500,141650,28400,28400,39850,39850,17600,18850,15500,14950
24/08/2023,13550,13900,26000,26000,39400,39400,47700,48750,39100,44500,137500,141650,28400,28400,40150,40150,17600,18850,15500,14950
25/08/2023,13800,14050,26150,26150,39500,39500,49600,50500,38200,42650,137500,141650,28650,28650,40500,40500,17600,18850,15500,14950
28/08/2023,13800,14050,26100,26100,38850,38850,49650,50000,37950,42000,137500,141650,27750,27750,39500,39500,17600,18850,15500,14950
29/08/2023,13800,14050,26100,26100,38750,38750,48650,49650,39000,40850,137500,141650,27650,27650,39500,39500,17600,18850,15500,14950
30/08/2023,13800,14050,25900,25900,38750,38750,47000,48500,39200,41600,137500,141650,27150,27150,39350,39350,17150,18350,15450,14950
31/08/2023,13800,14050,25900,25900,38750,38750,47150,47750,38700,40100,137500,141650,27150,27150,38900,38900,17150,18350,15450,14950
1/9/2023,13800,14050,25900,25900,38750,38750,46650,46000,37750,37850,137500,141650,26600,26600,38650,38650,17150,18350,15450,14950
4/9/2023,13800,14050,26150,26150,38750,38750,41700,39100,37450,36400,137500,141650,26850,26850,39500,39500,17150,18350,15450,14950
5/9/2023,13800,14050,26250,26250,38750,38750,39450,36500,37950,37750,137500,141650,27100,27100,39500,39500,17150,18350,15450,14950
